"a_etage","cheminee","classification_f","cuve_eau","douche_wc","etat_general","garage_ferme","gardien_securite","groupe_electrogene","loyer_mensuel","meuble","nombre_chambres","nombre_salles_eau","piscine","quartier","superficie","surface_terrain","terrasse_balcon","type_d_acces","type_logement"
"False","False","F4","False","interieur","bon","False","True","False","5000000","False","3","2","True","Analamahitsy Tanana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","3000000","True","2","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","3500000","False","2","1","True","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","False","True","False","3000000","False","2","1","True","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","4950000","False","3","3","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","4000000","True","3","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","True","F4","False","interieur","bon","False","True","False","4000000","False","3","2","False","Ankerana","0","0","False","voiture_avec_parking","Villa"
"False","False","F2","True","interieur","bon","False","True","True","2700000","True","1","1","False","Ivandry","0","0","False","sans","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","4500000","True","2","1","False","Manjakamiadana Antsahondra AMB","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","6500000","True","3","1","False","Manjakamiadana Antsahondra AMB","0","0","True","voiture_avec_parking","Appartement"
"True","False","F7","False","interieur","bon","False","False","False","6000000","False","0","0","False","Androhibe","0","0","False","sans","Villa"
"False","False","F5","False","interieur","bon","False","True","False","15000000","False","0","0","False","Ivandry","0","0","False","sans","Villa"
"False","False","F0","False","interieur","bon","False","False","False","1500000","True","0","0","False","Ivato Aeroport","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","True","False","5000000","False","0","0","False","Ambatobe","0","0","False","sans","Appartement"
"True","False","F4","False","interieur","bon","False","True","False","2500000","False","0","0","False","Alarobia Amboniloha","0","0","False","sans","Appartement"
"False","False","F4","True","interieur","bon","False","True","False","1500000","False","3","2","False","Soavimbahoaka","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","True","False","False","2800000","False","3","2","False","Soavimbahoaka","0","0","True","voiture_avec_parking","Villa"
"False","False","F6","False","interieur","bon","False","False","False","5000000","True","5","1","True","Anosizato Atsinanana I","0","0","True","voiture_avec_parking","Villa"
"False","False","F2","False","interieur","bon","False","True","False","2500000","True","0","0","False","Ampangabe","0","0","False","sans","Appartement"
"False","False","F3","True","interieur","bon","False","True","True","8000000","True","2","1","False","Androhibe","0","0","True","sans","Appartement"
"False","False","F2","True","interieur","bon","False","True","True","6250000","True","1","1","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F6","False","interieur","bon","False","False","False","3000000","False","5","2","False","Avarabohitra","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","4000000","True","0","0","False","Ambolokandrina 5a","0","0","False","sans","Appartement"
"False","False","F2","True","interieur","bon","False","False","True","3000000","True","1","1","False","Ivandry","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2000000","True","0","0","False","Fitroafana","0","0","False","sans","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3000000","False","3","1","False","Andohan'i Mandroseza Ambohibat","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","True","True","False","4500000","False","3","2","False","Ampangabe Anjanakinifolo","0","0","False","voiture_avec_parking","Villa"
"False","False","F2","False","interieur","bon","False","True","False","3000000","True","1","1","True","Analamahitsy Tanana","0","0","True","voiture_avec_parking","Appartement"
"False","True","F4","True","interieur","bon","False","True","False","2250000","False","3","2","False","Analamahitsy Tanana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3500000","True","3","1","False","Antsakaviro Ambodirotra","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","True","False","6000000","False","4","2","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","False","3500000","True","3","2","False","Manazary","0","0","True","voiture_avec_parking","Villa"
"True","False","F7","False","interieur","bon","False","False","False","10000000","False","0","0","False","Androhibe","0","0","False","sans","Villa"
"False","False","F5","True","interieur","bon","False","True","False","6600000","False","4","3","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","True","False","600000","False","1","1","False","Ivato Aeroport","0","0","False","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","5000000","True","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","False","interieur","bon","False","False","False","6000000","False","4","2","False","Ambohitrarahaba","0","0","True","voiture_avec_parking","Villa"
"False","False","F5","False","interieur","bon","False","True","False","5000000","False","0","0","False","Ankadindravola","0","0","False","sans","Villa"
"True","False","F7","True","interieur","bon","False","False","True","15000000","False","5","1","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","False","True","6000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","False","False","1700000","True","1","1","False","Alarobia Amboniloha","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","3500000","True","3","2","False","Ilafy","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","True","interieur","bon","False","False","True","6000000","False","3","2","False","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","True","F5","True","interieur","bon","True","True","False","5000000","False","4","4","True","Antanandrano","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","True","True","True","7000000","True","2","2","True","Ivandry","0","0","True","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","True","False","False","1500000","True","1","1","False","Ivato Aeroport","0","0","False","sans","Appartement"
"False","False","F2","False","interieur","bon","False","True","False","3250000","True","1","1","True","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","False","interieur","bon","False","False","False","4000000","False","3","2","False","Ambatobe","0","0","True","voiture_avec_parking","Appartement"
"True","False","F5","True","interieur","bon","False","False","True","11000000","False","4","3","True","Soavimbahoaka","0","450","True","voiture_avec_parking","Villa"
"False","True","F4","False","interieur","bon","True","True","False","4500000","True","3","2","False","Ambohimiandra","0","0","True","voiture_avec_parking","Villa"
"False","False","F3","True","interieur","bon","False","False","False","3500000","False","2","2","True","Androhibe","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","1500000","False","2","1","False","Ambohitrarahaba","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","800000","False","2","1","False","Ambohimiandra","0","0","False","voiture_avec_parking","Appartement"
"False","False","F2","True","interieur","bon","False","True","True","3000000","True","1","1","True","Analamahitsy Tanana","0","0","False","voiture_avec_parking","Appartement"
"False","False","F0","False","interieur","bon","False","False","False","1655000","False","1","1","False","Ampefiloha","43","0","False","sans","Appartement"
"True","False","F3","False","interieur","bon","False","False","False","2000000","False","2","2","False","Ambatonakanga Ambohitsorohitra","0","0","True","sans","Maison"
"False","False","F4","False","interieur","bon","False","False","False","1500000","False","3","1","False","Ambohijatovo","0","0","True","voiture_avec_parking","Appartement"
"False","False","F5","False","interieur","bon","False","False","False","3500000","False","4","2","False","Antanetibe","0","0","True","voiture_avec_parking","Villa"
"False","False","F4","False","interieur","bon","False","False","False","1600000","False","3","2","False","Androndrakely Saropody Antonta","0","0","True","voiture_avec_parking","Appartement"
"False","False","F4","True","interieur","bon","False","True","True","6500000","True","3","3","True","Ambatobe","0","0","False","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","4500000","True","2","1","True","Manjakaray IIb","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","False","False","2000000","True","2","2","False","Tanjombato Iraitsimivaky","0","0","False","voiture_avec_parking","Maison"
"False","False","F2","True","interieur","bon","False","True","True","3000000","True","1","1","True","Analamahitsy Tanana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","True","interieur","bon","True","False","False","1500000","False","2","1","False","Ankadifotsy Befelatanana","0","0","True","voiture_avec_parking","Appartement"
"False","False","F3","False","interieur","bon","False","True","False","275000","True","2","1","False","Ambohibao","0","0","True","voiture_avec_parking","Appartement"
"False","True","F6","False","interieur","bon","False","False","False","2000000","False","5","2","False","Andoharanofotsy","0","0","True","voiture_avec_parking","Villa"
